labels,sector,type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
SOM_Fishing,SOM_Fishing,agriculture,True,,19234.80632462351,6853.62644414896,0.1924306247750571,0,USD,Somalia,SOM
SOM_Mining and Quarrying,SOM_Mining and Quarrying,mining,True,,45098.79537245433,355.1510236616482,0.0001541401435503,0,USD,Somalia,SOM
SOM_Food & Beverages,SOM_Food & Beverages,agriculture,True,,89575.76826390039,46243.49761992842,0.0158351821420389,0,USD,Somalia,SOM
SOM_Textiles and Wearing Apparel,SOM_Textiles and Wearing Apparel,manufacturing,True,,14441.330586654189,3899.260090986689,0.0160336095263596,0,USD,Somalia,SOM
SOM_Wood and Paper,SOM_Wood and Paper,manufacturing,True,,59394.84512984409,1910.5474815899192,0.0071597792758711,0,USD,Somalia,SOM
"SOM_Petroleum, Chemical and Non-Metallic Mineral Products","SOM_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,119381.30500831304,13578.852018645695,0.0006180120921151,0,USD,Somalia,SOM
SOM_Metal Products,SOM_Metal Products,manufacturing,True,,54756.84565825571,1240.136252531463,0.0003032670988366,0,USD,Somalia,SOM
SOM_Electrical and Machinery,SOM_Electrical and Machinery,utility,True,,120452.57133809038,43735.41822435498,0.0003316739276838,0,USD,Somalia,SOM
SOM_Transport Equipment,SOM_Transport Equipment,utility,True,,50647.30713416972,23029.184124015792,0.000556301972369,0,USD,Somalia,SOM
SOM_Other Manufacturing,SOM_Other Manufacturing,manufacturing,True,,17745.678375596923,4694.414657968855,0.0072222714068963,0,USD,Somalia,SOM
SOM_Recycling,SOM_Recycling,utility,True,,4594.673533789778,1568.876492691265,0.0494034127189195,0,USD,Somalia,SOM
"SOM_Electricity, Gas and Water","SOM_Electricity, Gas and Water",utility,True,,46228.63885684923,10629.572968979788,0.000402924337167,0,USD,Somalia,SOM
SOM_Construction,SOM_Construction,construction,True,,175029.14354564465,122287.88242538704,0.0030234803698258,0,USD,Somalia,SOM
SOM_Maintenance and Repair,SOM_Maintenance and Repair,construction,True,,4460.448331046911,1673.614462787997,0.069443834850166,0,USD,Somalia,SOM
SOM_Wholesale Trade,SOM_Wholesale Trade,trade,True,,110690.52953970342,37908.56116599324,0.0032856526689557,0,USD,Somalia,SOM
SOM_Retail Trade,SOM_Retail Trade,trade,True,,83888.5178497448,68071.98543415299,0.0005265021772218,0,USD,Somalia,SOM
SOM_Hotels and Restraurants,SOM_Hotels and Restraurants,service,True,,72140.80002588303,45175.3919187253,0.002437982636657,0,USD,Somalia,SOM
SOM_Transport,SOM_Transport,construction,True,,137976.0831155111,14724.77141822306,0.0002892526761643,0,USD,Somalia,SOM
SOM_Post and Telecommunications,SOM_Post and Telecommunications,service,True,,106710.24212177764,26501.97226078222,0.000615537184522,0,USD,Somalia,SOM
SOM_Finacial Intermediation and Business Activities,SOM_Finacial Intermediation and Business Activities,service,True,,499035.0468582548,113246.10767592287,4.0558983903073104e-05,0,USD,Somalia,SOM
SOM_Public Administration,SOM_Public Administration,service,True,,116107.63648596867,113700.56943998249,0.0004081933550678,0,USD,Somalia,SOM
"SOM_Education, Health and Other Services","SOM_Education, Health and Other Services",service,True,,178070.2761516142,141365.3353848022,0.0002722407931276,0,USD,Somalia,SOM
SOM_Private Households,SOM_Private Households,service,True,,1682.1082080311548,1258.7961979979427,0.1532343239290812,0,USD,Somalia,SOM
SOM_Others,SOM_Others,service,True,,7653.615005565181,1074.5900137020838,0.0227975789265905,0,USD,Somalia,SOM
SOM_Re-export & Re-import,SOM_Re-export & Re-import,imports,True,,291.3478061146635,9.540415895379986,0.9329631221328186,0,USD,Somalia,SOM
ZAF_Agriculture,ZAF_Agriculture,agriculture,True,,17134306.01380736,3231723.9219074617,0.085634159692114,0,USD,South Africa,ZAF
ZAF_Fishing,ZAF_Fishing,agriculture,True,,2484163.46866582,468539.8500696178,0.0856339463976403,0,USD,South Africa,ZAF
ZAF_Mining and Quarrying,ZAF_Mining and Quarrying,mining,True,,40850861.97095994,-689607.3952516773,0.4642347406618516,0,USD,South Africa,ZAF
ZAF_Food & Beverages,ZAF_Food & Beverages,agriculture,True,,64780683.60805066,60689705.19211364,0.0186036224104811,0,USD,South Africa,ZAF
ZAF_Textiles and Wearing Apparel,ZAF_Textiles and Wearing Apparel,manufacturing,True,,11848163.09606129,8501941.825443825,0.0778230995245147,0,USD,South Africa,ZAF
ZAF_Wood and Paper,ZAF_Wood and Paper,manufacturing,True,,14394123.8472487,579602.8780371913,0.1611525716193471,0,USD,South Africa,ZAF
"ZAF_Petroleum, Chemical and Non-Metallic Mineral Products","ZAF_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,48274051.81435343,11473632.187229702,0.1700767600753271,0,USD,South Africa,ZAF
ZAF_Metal Products,ZAF_Metal Products,manufacturing,True,,28900067.08116829,1008985.5858017972,0.4727836950683012,0,USD,South Africa,ZAF
ZAF_Electrical and Machinery,ZAF_Electrical and Machinery,utility,True,,23636316.090247422,10974993.456327384,0.2113750477813043,0,USD,South Africa,ZAF
ZAF_Transport Equipment,ZAF_Transport Equipment,utility,True,,21943686.77001328,11495907.289745191,0.0580050040970096,0,USD,South Africa,ZAF
ZAF_Other Manufacturing,ZAF_Other Manufacturing,manufacturing,True,,6322399.833035335,5669576.847415297,0.0714843689553807,0,USD,South Africa,ZAF
ZAF_Recycling,ZAF_Recycling,utility,True,,7702610.378493031,3998955.3575148447,0.148674670554248,0,USD,South Africa,ZAF
"ZAF_Electricity, Gas and Water","ZAF_Electricity, Gas and Water",utility,True,,15604082.921245825,9455742.334514923,0.0056131728438617,0,USD,South Africa,ZAF
ZAF_Construction,ZAF_Construction,construction,True,,34118187.47338996,21365081.142350588,0.0151728671897975,0,USD,South Africa,ZAF
ZAF_Maintenance and Repair,ZAF_Maintenance and Repair,construction,True,,1103253.3474694977,26895.06090919214,0.0165890764760286,0,USD,South Africa,ZAF
ZAF_Wholesale Trade,ZAF_Wholesale Trade,trade,True,,14219722.192882515,346647.8452690616,0.0165890677808426,0,USD,South Africa,ZAF
ZAF_Retail Trade,ZAF_Retail Trade,trade,True,,31626618.414105285,770991.6885608322,0.0165890677513421,0,USD,South Africa,ZAF
ZAF_Hotels and Restraurants,ZAF_Hotels and Restraurants,service,True,,5435782.668553345,2124431.2331901654,0.0869186962976789,0,USD,South Africa,ZAF
ZAF_Transport,ZAF_Transport,construction,True,,46666207.77633379,30368035.400867123,0.0491957351897775,0,USD,South Africa,ZAF
ZAF_Post and Telecommunications,ZAF_Post and Telecommunications,service,True,,18048038.7180287,4918825.586531898,0.0301760986880946,0,USD,South Africa,ZAF
ZAF_Finacial Intermediation and Business Activities,ZAF_Finacial Intermediation and Business Activities,service,True,,74246138.40013659,16228637.031900682,0.0788920838663458,0,USD,South Africa,ZAF
ZAF_Public Administration,ZAF_Public Administration,service,True,,65795649.59542946,55744241.93087682,0.0385478627285727,0,USD,South Africa,ZAF
"ZAF_Education, Health and Other Services","ZAF_Education, Health and Other Services",service,True,,16110983.594997182,12098994.50216551,0.0081373050037356,0,USD,South Africa,ZAF
ZAF_Private Households,ZAF_Private Households,service,True,,55353.46649326754,19384.88831504317,0.0001799859467824,0,USD,South Africa,ZAF
ZAF_Others,ZAF_Others,service,True,,15886429.664102264,5563459.9780258285,0.0001799863519273,0,USD,South Africa,ZAF
ZAF_Re-export & Re-import,ZAF_Re-export & Re-import,imports,True,,35644.56192729712,1644.126888597033,0.9532193472403974,0,USD,South Africa,ZAF
SDS_Agriculture,SDS_Agriculture,agriculture,True,,441947.9678010717,63313.882009443405,0.043219574231022,0,USD,South Sudan,SDS
SDS_Fishing,SDS_Fishing,agriculture,True,,31620.943050567403,5170.141359892516,0.4747465791569902,0,USD,South Sudan,SDS
SDS_Mining and Quarrying,SDS_Mining and Quarrying,mining,True,,236251.5917653632,14240.2339199383,0.0690198424424555,0,USD,South Sudan,SDS
SDS_Food & Beverages,SDS_Food & Beverages,agriculture,True,,789301.7622567548,394920.1177699877,0.0270397073100981,0,USD,South Sudan,SDS
SDS_Textiles and Wearing Apparel,SDS_Textiles and Wearing Apparel,manufacturing,True,,173952.1982729325,52825.84444544135,0.1023274927205158,0,USD,South Sudan,SDS
SDS_Wood and Paper,SDS_Wood and Paper,manufacturing,True,,556478.7316801891,32208.152069650827,0.0309548264666425,0,USD,South Sudan,SDS
"SDS_Petroleum, Chemical and Non-Metallic Mineral Products","SDS_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,1403278.175393971,154824.24083844572,0.0134466011788629,0,USD,South Sudan,SDS
SDS_Metal Products,SDS_Metal Products,manufacturing,True,,623430.6369026981,23760.6160314984,0.0275089269375703,0,USD,South Sudan,SDS
SDS_Electrical and Machinery,SDS_Electrical and Machinery,utility,True,,1486159.7847626489,455523.7273204031,0.0149300035061756,0,USD,South Sudan,SDS
SDS_Transport Equipment,SDS_Transport Equipment,utility,True,,634886.0233875702,267187.1965241352,0.0349787141917876,0,USD,South Sudan,SDS
SDS_Other Manufacturing,SDS_Other Manufacturing,manufacturing,True,,209221.7213752217,62825.6723802412,0.0835359799073447,0,USD,South Sudan,SDS
SDS_Recycling,SDS_Recycling,utility,True,,56316.313260061215,28793.40975566902,0.2125003925972415,0,USD,South Sudan,SDS
"SDS_Electricity, Gas and Water","SDS_Electricity, Gas and Water",utility,True,,573886.229957389,136190.46117055858,0.0341165474214017,0,USD,South Sudan,SDS
SDS_Construction,SDS_Construction,construction,True,,1495042.458114687,973682.06623861,0.0149760612165561,0,USD,South Sudan,SDS
SDS_Maintenance and Repair,SDS_Maintenance and Repair,construction,True,,53822.7983780594,21891.03990432124,0.3053435986605548,0,USD,South Sudan,SDS
SDS_Wholesale Trade,SDS_Wholesale Trade,trade,True,,1209725.1206943872,419498.36516509193,0.0171534677211495,0,USD,South Sudan,SDS
SDS_Retail Trade,SDS_Retail Trade,trade,True,,936032.1770193584,730640.8393662347,0.0241990457211122,0,USD,South Sudan,SDS
SDS_Hotels and Restraurants,SDS_Hotels and Restraurants,service,True,,713992.4337838064,496021.7108732022,0.0302137010980374,0,USD,South Sudan,SDS
SDS_Transport,SDS_Transport,construction,True,,991593.9498496086,213522.8801472101,0.0200701885337417,0,USD,South Sudan,SDS
SDS_Post and Telecommunications,SDS_Post and Telecommunications,service,True,,1041307.8916679324,265387.2439702243,0.020169592430598,0,USD,South Sudan,SDS
SDS_Finacial Intermediation and Business Activities,SDS_Finacial Intermediation and Business Activities,service,True,,7308244.820809791,1862378.428393864,0.0027478505591058,0,USD,South Sudan,SDS
SDS_Public Administration,SDS_Public Administration,service,True,,1642738.5671601617,1584414.6575924382,0.0132997288469901,0,USD,South Sudan,SDS
"SDS_Education, Health and Other Services","SDS_Education, Health and Other Services",service,True,,2564346.906757947,1991775.981670709,0.0086660144907359,0,USD,South Sudan,SDS
SDS_Private Households,SDS_Private Households,service,True,,37452.266757541656,19880.674641385394,0.4445850673458468,0,USD,South Sudan,SDS
SDS_Others,SDS_Others,service,True,,85794.55733430454,21220.88627178564,0.1891917523657265,0,USD,South Sudan,SDS
SDS_Re-export & Re-import,SDS_Re-export & Re-import,imports,True,,16600.640674750153,2789.5591732784715,0.8318387034047116,0,USD,South Sudan,SDS
ESP_Agriculture,ESP_Agriculture,agriculture,True,,60802808.0514224,13948666.338990336,0.1749835799314724,0,USD,Spain,ESP
ESP_Fishing,ESP_Fishing,agriculture,True,,4137832.15111605,2477026.52990925,0.123679006818526,0,USD,Spain,ESP
ESP_Mining and Quarrying,ESP_Mining and Quarrying,mining,True,,14219629.070426349,207351.97713562107,0.4597543377546538,0,USD,Spain,ESP
ESP_Food & Beverages,ESP_Food & Beverages,agriculture,True,,133553267.74400993,63465218.113010205,0.1091757537640911,0,USD,Spain,ESP
ESP_Textiles and Wearing Apparel,ESP_Textiles and Wearing Apparel,manufacturing,True,,50839832.44833958,24318289.380750645,0.2111727050582475,0,USD,Spain,ESP
ESP_Wood and Paper,ESP_Wood and Paper,manufacturing,True,,62592885.54171458,7462647.04734856,0.1982842360685343,0,USD,Spain,ESP
"ESP_Petroleum, Chemical and Non-Metallic Mineral Products","ESP_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,212446244.48763835,44383197.6783482,0.2600399358359776,0,USD,Spain,ESP
ESP_Metal Products,ESP_Metal Products,manufacturing,True,,114731260.23771642,6563947.911106956,0.2013292098638339,0,USD,Spain,ESP
ESP_Electrical and Machinery,ESP_Electrical and Machinery,utility,True,,126350838.5265771,54040304.90070652,0.2891232499711226,0,USD,Spain,ESP
ESP_Transport Equipment,ESP_Transport Equipment,utility,True,,128873438.09767486,59480460.3938351,0.2242492731445292,0,USD,Spain,ESP
ESP_Other Manufacturing,ESP_Other Manufacturing,manufacturing,True,,24944936.429290943,16205869.655164491,0.0922873979677201,0,USD,Spain,ESP
ESP_Recycling,ESP_Recycling,utility,True,,6757964.677018811,113601.14463122496,0.0316898495407503,0,USD,Spain,ESP
"ESP_Electricity, Gas and Water","ESP_Electricity, Gas and Water",utility,True,,61953098.629684925,14270326.071050888,0.0053676344821725,0,USD,Spain,ESP
ESP_Construction,ESP_Construction,construction,True,,278137548.7085647,128666761.3923825,0.0039474285859188,0,USD,Spain,ESP
ESP_Maintenance and Repair,ESP_Maintenance and Repair,construction,True,,24580089.621087983,11999506.841500776,0.0060388313481123,0,USD,Spain,ESP
ESP_Wholesale Trade,ESP_Wholesale Trade,trade,True,,86934113.94735496,35556319.81837505,0.0361663224181475,0,USD,Spain,ESP
ESP_Retail Trade,ESP_Retail Trade,trade,True,,73698858.35899906,59855953.54005516,0.0210059985789301,0,USD,Spain,ESP
ESP_Hotels and Restraurants,ESP_Hotels and Restraurants,service,True,,134443132.27960524,121676761.04729204,0.0145067796373117,0,USD,Spain,ESP
ESP_Transport,ESP_Transport,construction,True,,133539947.81286567,26864813.587848697,0.0668332033642378,0,USD,Spain,ESP
ESP_Post and Telecommunications,ESP_Post and Telecommunications,service,True,,59937672.60242717,18957414.703342386,0.039396978904253,0,USD,Spain,ESP
ESP_Finacial Intermediation and Business Activities,ESP_Finacial Intermediation and Business Activities,service,True,,423488018.9519937,163162514.15385875,0.0529120033908083,0,USD,Spain,ESP
ESP_Public Administration,ESP_Public Administration,service,True,,91752571.45942858,89414559.52072223,0.0254809509236989,0,USD,Spain,ESP
"ESP_Education, Health and Other Services","ESP_Education, Health and Other Services",service,True,,230327669.53428936,192757972.4817209,0.0291483614983518,0,USD,Spain,ESP
ESP_Private Households,ESP_Private Households,service,True,,33323.640455198016,33099.73738181114,0.0067125558480326,0,USD,Spain,ESP
ESP_Others,ESP_Others,service,True,,9530576.39311632,9466540.091694426,0.0067125474689853,0,USD,Spain,ESP
ESP_Re-export & Re-import,ESP_Re-export & Re-import,imports,True,,268767.6353651713,1394.6195769236672,0.99479536314855,0,USD,Spain,ESP
LKA_Agriculture,LKA_Agriculture,agriculture,True,,8207943.253722569,2287165.7649202724,0.3969008845272923,0,USD,Sri Lanka,LKA
LKA_Fishing,LKA_Fishing,agriculture,True,,395598.30920740106,87946.25711000414,0.4419110241412711,0,USD,Sri Lanka,LKA
LKA_Mining and Quarrying,LKA_Mining and Quarrying,mining,True,,930152.434395212,74284.0217062065,0.0487196258304374,0,USD,Sri Lanka,LKA
LKA_Food & Beverages,LKA_Food & Beverages,agriculture,True,,16641909.313171042,16141597.266015228,0.0064652439309149,0,USD,Sri Lanka,LKA
LKA_Textiles and Wearing Apparel,LKA_Textiles and Wearing Apparel,manufacturing,True,,4790968.269772148,3445372.9582119584,0.273813504102497,0,USD,Sri Lanka,LKA
LKA_Wood and Paper,LKA_Wood and Paper,manufacturing,True,,1849823.546516626,53666.39481195581,0.1451213713708986,0,USD,Sri Lanka,LKA
"LKA_Petroleum, Chemical and Non-Metallic Mineral Products","LKA_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,5541985.464480899,366482.3504950891,0.3539398603582476,0,USD,Sri Lanka,LKA
LKA_Metal Products,LKA_Metal Products,manufacturing,True,,1880250.7278505296,21248.022639237,0.0900116266965994,0,USD,Sri Lanka,LKA
LKA_Electrical and Machinery,LKA_Electrical and Machinery,utility,True,,4192856.686668955,1026520.6967778376,0.2400222873085225,0,USD,Sri Lanka,LKA
LKA_Transport Equipment,LKA_Transport Equipment,utility,True,,3162927.626488029,2659422.4480446693,0.0302237182042339,0,USD,Sri Lanka,LKA
LKA_Other Manufacturing,LKA_Other Manufacturing,manufacturing,True,,1262757.0423202184,689191.856643438,0.2550030381815313,0,USD,Sri Lanka,LKA
LKA_Recycling,LKA_Recycling,utility,True,,448777.8071154383,395965.1036781728,0.0972592239260131,0,USD,Sri Lanka,LKA
"LKA_Electricity, Gas and Water","LKA_Electricity, Gas and Water",utility,True,,6652549.779339623,5575845.557836321,0.0141807022859536,0,USD,Sri Lanka,LKA
LKA_Construction,LKA_Construction,construction,True,,8803395.194673048,6052847.144284814,0.0524425159894661,0,USD,Sri Lanka,LKA
LKA_Maintenance and Repair,LKA_Maintenance and Repair,construction,True,,120426.28846906096,4405.338704202459,0.1702697220476602,0,USD,Sri Lanka,LKA
LKA_Wholesale Trade,LKA_Wholesale Trade,trade,True,,6721226.493570123,4578929.689010462,0.0089347145609674,0,USD,Sri Lanka,LKA
LKA_Retail Trade,LKA_Retail Trade,trade,True,,8333631.457260279,8093592.697347149,0.0020725506211439,0,USD,Sri Lanka,LKA
LKA_Hotels and Restraurants,LKA_Hotels and Restraurants,service,True,,6483934.592513542,6248482.676091024,0.0060071708523233,0,USD,Sri Lanka,LKA
LKA_Transport,LKA_Transport,construction,True,,21664031.78815357,18694851.5626644,0.0112806577408553,0,USD,Sri Lanka,LKA
LKA_Post and Telecommunications,LKA_Post and Telecommunications,service,True,,6285678.494648079,477511.8854725677,0.0284041979282787,0,USD,Sri Lanka,LKA
LKA_Finacial Intermediation and Business Activities,LKA_Finacial Intermediation and Business Activities,service,True,,17540934.646971002,794329.4114285739,0.0193318043415084,0,USD,Sri Lanka,LKA
LKA_Public Administration,LKA_Public Administration,service,True,,6703914.553388164,5742399.460398226,0.0471914197399855,0,USD,Sri Lanka,LKA
"LKA_Education, Health and Other Services","LKA_Education, Health and Other Services",service,True,,7220903.189337309,4747611.605126457,0.1029208132700433,0,USD,Sri Lanka,LKA
LKA_Private Households,LKA_Private Households,service,True,,764237.8570866014,717027.4910163145,0.0584939391352623,0,USD,Sri Lanka,LKA
LKA_Others,LKA_Others,service,True,,983000.3413828216,769127.4983562552,0.0324445294715778,0,USD,Sri Lanka,LKA
LKA_Re-export & Re-import,LKA_Re-export & Re-import,imports,True,,28035.0061924355,2263.917908505596,0.9190678788500568,0,USD,Sri Lanka,LKA
SUD_Agriculture,SUD_Agriculture,agriculture,True,,21899158.80538516,19231533.52465582,0.0606860608015926,0,USD,Sudan,SUD
SUD_Fishing,SUD_Fishing,agriculture,True,,1111093.0391198238,748788.6093894817,0.2566974748666241,0,USD,Sudan,SUD
SUD_Mining and Quarrying,SUD_Mining and Quarrying,mining,True,,1027483.8066931232,159689.3386774561,0.0871178880363619,0,USD,Sudan,SUD
SUD_Food & Beverages,SUD_Food & Beverages,agriculture,True,,4557213.525413247,3311851.5664452445,0.0049858128427156,0,USD,Sudan,SUD
SUD_Textiles and Wearing Apparel,SUD_Textiles and Wearing Apparel,manufacturing,True,,1125290.9822817205,715707.5686291542,0.0468240604680995,0,USD,Sudan,SUD
SUD_Wood and Paper,SUD_Wood and Paper,manufacturing,True,,2489171.0813141265,424938.4513073343,0.0408773987065899,0,USD,Sudan,SUD
"SUD_Petroleum, Chemical and Non-Metallic Mineral Products","SUD_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,6356198.122023825,1552314.4868418938,0.0325231977390124,0,USD,Sudan,SUD
SUD_Metal Products,SUD_Metal Products,manufacturing,True,,2542029.877161105,129963.11075514765,0.0439895038978993,0,USD,Sudan,SUD
SUD_Electrical and Machinery,SUD_Electrical and Machinery,utility,True,,6196310.572220348,2135325.251789828,0.0379760989632259,0,USD,Sudan,SUD
SUD_Transport Equipment,SUD_Transport Equipment,utility,True,,3106605.869900788,1801059.0287206238,0.039974784883842,0,USD,Sudan,SUD
SUD_Other Manufacturing,SUD_Other Manufacturing,manufacturing,True,,1205852.0489516335,665170.7250339707,0.0606392212744805,0,USD,Sudan,SUD
SUD_Recycling,SUD_Recycling,utility,True,,550254.103436664,485385.6878056498,0.0375162463252583,0,USD,Sudan,SUD
"SUD_Electricity, Gas and Water","SUD_Electricity, Gas and Water",utility,True,,3559597.7419135207,2283162.4740604274,0.0058683166277842,0,USD,Sudan,SUD
SUD_Construction,SUD_Construction,construction,True,,6484166.332706811,3872357.026794537,0.0710824469417744,0,USD,Sudan,SUD
SUD_Maintenance and Repair,SUD_Maintenance and Repair,construction,True,,516645.8558166632,422281.9691758155,0.0593041600312779,0,USD,Sudan,SUD
SUD_Wholesale Trade,SUD_Wholesale Trade,trade,True,,9900025.383279083,4450669.086739952,0.0503650250679425,0,USD,Sudan,SUD
SUD_Retail Trade,SUD_Retail Trade,trade,True,,10032956.838575711,8795048.04908595,0.0456518294255698,0,USD,Sudan,SUD
SUD_Hotels and Restraurants,SUD_Hotels and Restraurants,service,True,,6842785.6926495135,5994379.432162292,0.039975991800834,0,USD,Sudan,SUD
SUD_Transport,SUD_Transport,construction,True,,7032395.002449242,4203327.224573343,0.0387459139166674,0,USD,Sudan,SUD
SUD_Post and Telecommunications,SUD_Post and Telecommunications,service,True,,7757545.329656996,4755597.061718429,0.0450668946107242,0,USD,Sudan,SUD
SUD_Finacial Intermediation and Business Activities,SUD_Finacial Intermediation and Business Activities,service,True,,28428152.481547,7406363.426408064,0.0313288617181857,0,USD,Sudan,SUD
SUD_Public Administration,SUD_Public Administration,service,True,,4363635.883459598,3935752.56956301,0.0564611370789382,0,USD,Sudan,SUD
"SUD_Education, Health and Other Services","SUD_Education, Health and Other Services",service,True,,10549419.95970533,8382764.900436113,0.0346092257212038,0,USD,Sudan,SUD
SUD_Private Households,SUD_Private Households,service,True,,404820.4902914335,376644.0049208789,0.0638095014930157,0,USD,Sudan,SUD
SUD_Others,SUD_Others,service,True,,573572.4458578578,351327.7990739482,0.0722459052019721,0,USD,Sudan,SUD
SUD_Re-export & Re-import,SUD_Re-export & Re-import,imports,True,,146266.04188429227,644.0243734043277,0.9955744812379868,0,USD,Sudan,SUD
SUR_Agriculture,SUR_Agriculture,agriculture,True,,529042.2670410073,39701.88748424028,0.2764528702872624,0,USD,Suriname,SUR
SUR_Fishing,SUR_Fishing,agriculture,True,,55360.72377812579,6907.380374315208,0.7604961974584196,0,USD,Suriname,SUR
SUR_Mining and Quarrying,SUR_Mining and Quarrying,mining,True,,625571.5444927956,3844.213481228328,0.0226295342014738,0,USD,Suriname,SUR
SUR_Food & Beverages,SUR_Food & Beverages,agriculture,True,,273182.6306207205,98280.29644880132,0.3728664086017227,0,USD,Suriname,SUR
SUR_Textiles and Wearing Apparel,SUR_Textiles and Wearing Apparel,manufacturing,True,,57397.90073256869,13031.648079697145,0.359439069731779,0,USD,Suriname,SUR
SUR_Wood and Paper,SUR_Wood and Paper,manufacturing,True,,151033.46650053546,7121.329581544744,0.223919866772513,0,USD,Suriname,SUR
"SUR_Petroleum, Chemical and Non-Metallic Mineral Products","SUR_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,331866.0914820764,36266.63159745636,0.0987644004129614,0,USD,Suriname,SUR
SUR_Metal Products,SUR_Metal Products,manufacturing,True,,267413.4228224572,8169.432427858382,0.6396923675786133,0,USD,Suriname,SUR
SUR_Electrical and Machinery,SUR_Electrical and Machinery,utility,True,,383886.32915696246,161099.79152715177,0.1043245396437015,0,USD,Suriname,SUR
SUR_Transport Equipment,SUR_Transport Equipment,utility,True,,194295.50744733468,75136.31416137605,0.1566430807166674,0,USD,Suriname,SUR
SUR_Other Manufacturing,SUR_Other Manufacturing,manufacturing,True,,66627.42788094685,19997.85239923219,0.2335654289029652,0,USD,Suriname,SUR
SUR_Recycling,SUR_Recycling,utility,True,,33203.057061791944,7063.188473853743,0.5829977098167088,0,USD,Suriname,SUR
"SUR_Electricity, Gas and Water","SUR_Electricity, Gas and Water",utility,True,,282661.59265073866,69264.79742791779,0.0591138654287118,0,USD,Suriname,SUR
SUR_Construction,SUR_Construction,construction,True,,505182.4115890471,406338.09368634457,0.0875100294973551,0,USD,Suriname,SUR
SUR_Maintenance and Repair,SUR_Maintenance and Repair,construction,True,,40701.16097657337,9070.100776757425,0.6641353344287745,0,USD,Suriname,SUR
SUR_Wholesale Trade,SUR_Wholesale Trade,trade,True,,408304.87898295233,172789.13017355726,0.1331173148206849,0,USD,Suriname,SUR
SUR_Retail Trade,SUR_Retail Trade,trade,True,,312649.4914161305,239746.43453153205,0.1143101758832876,0,USD,Suriname,SUR
SUR_Hotels and Restraurants,SUR_Hotels and Restraurants,service,True,,280862.9859378714,168871.56528771695,0.2815896635794124,0,USD,Suriname,SUR
SUR_Transport,SUR_Transport,construction,True,,380344.0030463284,62337.86935514505,0.4940663302723201,0,USD,Suriname,SUR
SUR_Post and Telecommunications,SUR_Post and Telecommunications,service,True,,278464.29606298794,95515.50940066089,0.1966276936305739,0,USD,Suriname,SUR
SUR_Finacial Intermediation and Business Activities,SUR_Finacial Intermediation and Business Activities,service,True,,847972.2618419755,300028.52317135176,0.012283868649189,0,USD,Suriname,SUR
SUR_Public Administration,SUR_Public Administration,service,True,,397298.1823796311,349758.1797622962,0.1117463410666009,0,USD,Suriname,SUR
"SUR_Education, Health and Other Services","SUR_Education, Health and Other Services",service,True,,384488.2370708339,310399.3620332646,0.0905641350431077,0,USD,Suriname,SUR
SUR_Private Households,SUR_Private Households,service,True,,31138.409444797617,6475.692540658895,0.7818465621148223,0,USD,Suriname,SUR
SUR_Others,SUR_Others,service,True,,28388.05844143173,4234.7426867366685,0.3526492914036052,0,USD,Suriname,SUR
SUR_Re-export & Re-import,SUR_Re-export & Re-import,imports,True,,27142.103695558653,2790.1962946091458,0.8967228897564108,0,USD,Suriname,SUR
SWZ_Agriculture,SWZ_Agriculture,agriculture,True,,349071.8292528817,43176.5692643244,0.3473898838473986,0,USD,Swaziland,SWZ
SWZ_Fishing,SWZ_Fishing,agriculture,True,,18434.34939225366,1041.6123147989704,0.2963687156624276,0,USD,Swaziland,SWZ
SWZ_Mining and Quarrying,SWZ_Mining and Quarrying,mining,True,,78442.2856228378,-11510.119643188702,0.0244431287385683,0,USD,Swaziland,SWZ
SWZ_Food & Beverages,SWZ_Food & Beverages,agriculture,True,,640651.5561478895,479491.56299758656,0.1329166295518155,0,USD,Swaziland,SWZ
SWZ_Textiles and Wearing Apparel,SWZ_Textiles and Wearing Apparel,manufacturing,True,,85672.76470514617,52201.714810709,0.2144472744362545,0,USD,Swaziland,SWZ
SWZ_Wood and Paper,SWZ_Wood and Paper,manufacturing,True,,186037.60731125515,4194.642410198001,0.3126128528075232,0,USD,Swaziland,SWZ
"SWZ_Petroleum, Chemical and Non-Metallic Mineral Products","SWZ_Petroleum, Chemical and Non-Metallic Mineral Products",utility,True,,458108.1327400846,39821.93891815078,0.2139109884511299,0,USD,Swaziland,SWZ
SWZ_Metal Products,SWZ_Metal Products,manufacturing,True,,192670.30952019044,1241.6720769190983,0.3168428707842716,0,USD,Swaziland,SWZ
SWZ_Electrical and Machinery,SWZ_Electrical and Machinery,utility,True,,514652.2091560984,234393.14368519423,0.1738140885231739,0,USD,Swaziland,SWZ
SWZ_Transport Equipment,SWZ_Transport Equipment,utility,True,,170056.41167840842,61405.59166647637,0.0749644455396363,0,USD,Swaziland,SWZ
